,name,salary,min_salary,max_salary,currency_salary,link,source
403,Программист,З/П не указана,,,,https://hh.ru/vacancy/76726789?from=vacancy_search_list&query=python,hh.ru
404,Data Scientist (Скормейкер),З/П не указана,,,,https://hh.ru/vacancy/76636130?from=vacancy_search_list&query=python,hh.ru
405,Middle Python Developer,З/П не указана,,,,https://hh.ru/vacancy/71949724?from=vacancy_search_list&query=python,hh.ru
406,"Преподаватель по программированию, город Конаев (Капчагай)",150 000 – 200 000 KZT,150000.0,200000.0,KZT,https://hh.ru/vacancy/76896184?from=vacancy_search_list&query=python,hh.ru
407,Преподаватель Python разработки,120 000 – 360 000 KZT,120000.0,360000.0,KZT,https://hh.ru/vacancy/76829609?from=vacancy_search_list&query=python,hh.ru
408,Преподаватель по программированию,200 000 – 450 000 KZT,200000.0,450000.0,KZT,https://hh.ru/vacancy/76723296?from=vacancy_search_list&query=python,hh.ru
409,Преподаватель IT для детей (Удаленно),до 30 000 KGS,,30000.0,KGS,https://hh.ru/vacancy/74406722?from=vacancy_search_list&query=python,hh.ru
410,Программист-разработчик (senior),2 000 – 2 500 USD,2000.0,2500.0,USD,https://hh.ru/vacancy/76593593?from=vacancy_search_list&query=python,hh.ru
411,Инженер-программист,550 – 750 USD,550.0,750.0,USD,https://hh.ru/vacancy/76480273?from=vacancy_search_list&query=python,hh.ru
412,Data Engineer / Разработчик по машинному обучению и ИИ,от 350 000 KZT,350000.0,,KZT,https://hh.ru/vacancy/76475054?from=vacancy_search_list&query=python,hh.ru
413,Преподаватель по программированию,100 000 – 300 000 KZT,100000.0,300000.0,KZT,https://hh.ru/vacancy/76487767?from=vacancy_search_list&query=python,hh.ru
414,Data Engineer,1 200 – 1 500 бел. руб.,1200.0,1500.0,руб.,https://hh.ru/vacancy/76446913?from=vacancy_search_list&query=python,hh.ru
415,Dev-Ops инженер,З/П не указана,,,,https://hh.ru/vacancy/76357691?from=vacancy_search_list&query=python,hh.ru
416,Преподаватель программирования,З/П не указана,,,,https://hh.ru/vacancy/76611263?from=vacancy_search_list&query=python,hh.ru
417,Преподаватель по робототехнике и программированию,от 300 000 KZT,300000.0,,KZT,https://hh.ru/vacancy/75904017?from=vacancy_search_list&query=python,hh.ru
418,Эксперт по ИТ безопасности в г. Алматы,З/П не указана,,,,https://hh.ru/vacancy/77365410?from=vacancy_search_list&query=python,hh.ru
419,Инженер-программист группы разработки и эксплуатации ИТ сервисов,З/П не указана,,,,https://hh.ru/vacancy/77364368?from=vacancy_search_list&query=python,hh.ru
420,Продуктовый аналитик в Геосервисы,З/П не указана,,,,https://hh.ru/vacancy/76204144?from=vacancy_search_list&query=python,hh.ru
421,Инженер данных (PostgreSQL),З/П не указана,,,,https://hh.ru/vacancy/77316181?from=vacancy_search_list&query=python,hh.ru
422,Программист-математик,100 000 – 180 000 руб.,100000.0,180000.0,руб.,https://hh.ru/vacancy/77205679?from=vacancy_search_list&query=python,hh.ru
423,Data Engineer Middle+ (Удаленно),З/П не указана,,,,https://hh.ru/vacancy/77269370?from=vacancy_search_list&query=python,hh.ru
424,Разработчик BI,З/П не указана,,,,https://hh.ru/vacancy/76766093?from=vacancy_search_list&query=python,hh.ru
425,DevOps middle+ специалист,200 000 – 250 000 руб.,200000.0,250000.0,руб.,https://hh.ru/vacancy/76459197?from=vacancy_search_list&query=python,hh.ru
426,Python developer (Middle),З/П не указана,,,,https://hh.ru/vacancy/76843358?from=vacancy_search_list&query=python,hh.ru
427,Специалист сопровождения бизнес приложений / IT Engineer / IT Front Office Support Sp / DevOps,З/П не указана,,,,https://hh.ru/vacancy/76667597?from=vacancy_search_list&query=python,hh.ru
428,Data Engineer,З/П не указана,,,,https://hh.ru/vacancy/76729345?from=vacancy_search_list&query=python,hh.ru
429,RND Developer,З/П не указана,,,,https://hh.ru/vacancy/76334532?from=vacancy_search_list&query=python,hh.ru
430,DevOps (FinTech) || Remote,200 000 – 250 000 руб.,200000.0,250000.0,руб.,https://hh.ru/vacancy/72881401?from=vacancy_search_list&query=python,hh.ru
431,Data Scientist (middle/senior),до 400 000 руб.,,400000.0,руб.,https://hh.ru/vacancy/70163749?from=vacancy_search_list&query=python,hh.ru
432,Руководитель группы разработки Python,З/П не указана,,,,https://hh.ru/vacancy/77193328?from=vacancy_search_list&query=python,hh.ru
433,Middle DevOps специалист,до 250 000 руб.,,250000.0,руб.,https://hh.ru/vacancy/76444469?from=vacancy_search_list&query=python,hh.ru
434,Ведущий разработчик ПО в области облачных технологий,от 250 000 руб.,250000.0,,руб.,https://hh.ru/vacancy/68317619?from=vacancy_search_list&query=python,hh.ru
435,Full-stack Python/React Middle/Senior,2 000 – 5 000 USD,2000.0,5000.0,USD,https://hh.ru/vacancy/77375402?from=vacancy_search_list&query=python,hh.ru
436,DevOps инженер,от 200 000 руб.,200000.0,,руб.,https://hh.ru/vacancy/76829349?from=vacancy_search_list&query=python,hh.ru
437,Lead Data Scientist,З/П не указана,,,,https://hh.ru/vacancy/75920088?from=vacancy_search_list&query=python,hh.ru
438,Product Analyst,З/П не указана,,,,https://hh.ru/vacancy/76842110?from=vacancy_search_list&query=python,hh.ru
439,Data Scientist (Predict),З/П не указана,,,,https://hh.ru/vacancy/73254140?from=vacancy_search_list&query=python,hh.ru
440,Дата-аналитик (Middle),З/П не указана,,,,https://hh.ru/vacancy/72088298?from=vacancy_search_list&query=python,hh.ru
441,Senior Data Engineer (DWH),З/П не указана,,,,https://hh.ru/vacancy/76954495?from=vacancy_search_list&query=python,hh.ru
442,DevOps-инженер,З/П не указана,,,,https://hh.ru/vacancy/76979749?from=vacancy_search_list&query=python,hh.ru
443,Data Engineer (Backend),З/П не указана,,,,https://hh.ru/vacancy/77120466?from=vacancy_search_list&query=python,hh.ru
444,Ведущий разработчик бэкенда в команду диагностики,З/П не указана,,,,https://hh.ru/vacancy/76484671?from=vacancy_search_list&query=python,hh.ru
445,Devops k8s,З/П не указана,,,,https://hh.ru/vacancy/76910798?from=vacancy_search_list&query=python,hh.ru
446,Python-разработчик (команда SDN IaaS в VK Cloud),З/П не указана,,,,https://hh.ru/vacancy/76234749?from=vacancy_search_list&query=python,hh.ru
447,Backend Python разработчик (middle/senior) (id19865),З/П не указана,,,,https://hh.ru/vacancy/76137900?from=vacancy_search_list&query=python,hh.ru
448,Python разработчик Middle/Senior,З/П не указана,,,,https://hh.ru/vacancy/77214364?from=vacancy_search_list&query=python,hh.ru
449,Middle+/Senior Python Developer,З/П не указана,,,,https://hh.ru/vacancy/67913302?from=vacancy_search_list&query=python,hh.ru
450,Data Engineer,З/П не указана,,,,https://hh.ru/vacancy/76111917?from=vacancy_search_list&query=python,hh.ru
451,DevOps инженер \ DevOps engineer,З/П не указана,,,,https://hh.ru/vacancy/76504395?from=vacancy_search_list&query=python,hh.ru
452,Middle Backend Python Developer,З/П не указана,,,,https://hh.ru/vacancy/77331641?from=vacancy_search_list&query=python,hh.ru
453,Python Middle Developer,З/П не указана,,,,https://hh.ru/vacancy/76141211?from=vacancy_search_list&query=python,hh.ru
454,Инженер (devOps),З/П не указана,,,,https://hh.ru/vacancy/77068301?from=vacancy_search_list&query=python,hh.ru
455,Senior Python разработчик,З/П не указана,,,,https://hh.ru/vacancy/77206360?from=vacancy_search_list&query=python,hh.ru
456,"Data scientist (проект ""Антиспам"")",З/П не указана,,,,https://hh.ru/vacancy/69774675?from=vacancy_search_list&query=python,hh.ru
457,Data engineer,З/П не указана,,,,https://hh.ru/vacancy/76610643?from=vacancy_search_list&query=python,hh.ru
458,DevOps инженер,З/П не указана,,,,https://hh.ru/vacancy/77262871?from=vacancy_search_list&query=python,hh.ru
459,Backend Developer (В команду компьютерного зрения),З/П не указана,,,,https://hh.ru/vacancy/75846932?from=vacancy_search_list&query=python,hh.ru
460,Python разработчик (Senior) (PT CERT),З/П не указана,,,,https://hh.ru/vacancy/76680384?from=vacancy_search_list&query=python,hh.ru
461,Senior Python Developer,З/П не указана,,,,https://hh.ru/vacancy/73891488?from=vacancy_search_list&query=python,hh.ru
462,Python Senior Developer,З/П не указана,,,,https://hh.ru/vacancy/76142024?from=vacancy_search_list&query=python,hh.ru
463,DevOps инженер,З/П не указана,,,,https://hh.ru/vacancy/76452152?from=vacancy_search_list&query=python,hh.ru
464,Data Engineer,З/П не указана,,,,https://hh.ru/vacancy/74291265?from=vacancy_search_list&query=python,hh.ru
465,Python Middle Developer,З/П не указана,,,,https://hh.ru/vacancy/76141433?from=vacancy_search_list&query=python,hh.ru
466,DevOps Engineer,З/П не указана,,,,https://hh.ru/vacancy/71971820?from=vacancy_search_list&query=python,hh.ru
467,Python Team Lead,З/П не указана,,,,https://hh.ru/vacancy/77136977?from=vacancy_search_list&query=python,hh.ru
468,Python Senior developer,З/П не указана,,,,https://hh.ru/vacancy/76267771?from=vacancy_search_list&query=python,hh.ru
469,Python Middle Developer,З/П не указана,,,,https://hh.ru/vacancy/76141149?from=vacancy_search_list&query=python,hh.ru
470,Разработчик SQL (Команда модуля управления доступом),З/П не указана,,,,https://hh.ru/vacancy/77111662?from=vacancy_search_list&query=python,hh.ru
471,Data Engineer,З/П не указана,,,,https://hh.ru/vacancy/77239913?from=vacancy_search_list&query=python,hh.ru
472,Senior Python developer,З/П не указана,,,,https://hh.ru/vacancy/67540644?from=vacancy_search_list&query=python,hh.ru
473,Администратор баз данных PostgreSQL,З/П не указана,,,,https://hh.ru/vacancy/76870602?from=vacancy_search_list&query=python,hh.ru
474,Data Engineer Lead / Дата инженер,от 300 000 руб.,300000.0,,руб.,https://hh.ru/vacancy/77279563?from=vacancy_search_list&query=python,hh.ru
475,Senior Python developer (DDI),З/П не указана,,,,https://hh.ru/vacancy/76972714?from=vacancy_search_list&query=python,hh.ru
476,QA Automation Python Engineer,З/П не указана,,,,https://hh.ru/vacancy/77348218?from=vacancy_search_list&query=python,hh.ru
477,Senior Python разработчик (Standoff 365),З/П не указана,,,,https://hh.ru/vacancy/76047404?from=vacancy_search_list&query=python,hh.ru
478,Senior Python разработчик (Standoff 365),З/П не указана,,,,https://hh.ru/vacancy/76047403?from=vacancy_search_list&query=python,hh.ru
479,Machine Learning Engineer (рекомендательная система Пульс),З/П не указана,,,,https://hh.ru/vacancy/69572527?from=vacancy_search_list&query=python,hh.ru
480,Senior Backend developer (Python),З/П не указана,,,,https://hh.ru/vacancy/77264713?from=vacancy_search_list&query=python,hh.ru
481,Продуктовый аналитик (ВКонтакте для бизнеса),З/П не указана,,,,https://hh.ru/vacancy/77383704?from=vacancy_search_list&query=python,hh.ru
482,ML разработчик,З/П не указана,,,,https://hh.ru/vacancy/76770330?from=vacancy_search_list&query=python,hh.ru
483,SDET Content Filtering Researcher (Python),З/П не указана,,,,https://hh.ru/vacancy/77267240?from=vacancy_search_list&query=python,hh.ru
484,Data Engineer / Python middle developer,З/П не указана,,,,https://hh.ru/vacancy/77226301?from=vacancy_search_list&query=python,hh.ru
485,DevOps engineer,З/П не указана,,,,https://hh.ru/vacancy/77181712?from=vacancy_search_list&query=python,hh.ru
486,Machine Learning Engineer,З/П не указана,,,,https://hh.ru/vacancy/71140682?from=vacancy_search_list&query=python,hh.ru
487,Python Senior Full-stack Developer,З/П не указана,,,,https://hh.ru/vacancy/77321367?from=vacancy_search_list&query=python,hh.ru
488,Руководитель отдела разработки (backend/python),З/П не указана,,,,https://hh.ru/vacancy/77237581?from=vacancy_search_list&query=python,hh.ru
489,Data Engineer (Екб),З/П не указана,,,,https://hh.ru/vacancy/76327587?from=vacancy_search_list&query=python,hh.ru
490,Python Senior Full-stack Developer,З/П не указана,,,,https://hh.ru/vacancy/77321366?from=vacancy_search_list&query=python,hh.ru
491,Data аналитик,З/П не указана,,,,https://hh.ru/vacancy/77323688?from=vacancy_search_list&query=python,hh.ru
492,Senior Python developer (GLaDOS),З/П не указана,,,,https://hh.ru/vacancy/74000542?from=vacancy_search_list&query=python,hh.ru
493,DevOps инженер (Middle+),З/П не указана,,,,https://hh.ru/vacancy/76865387?from=vacancy_search_list&query=python,hh.ru
494,Разработчик ETL (Hadoop/Python/SQL)senior,З/П не указана,,,,https://hh.ru/vacancy/77293527?from=vacancy_search_list&query=python,hh.ru
495,Математик-программист,З/П не указана,,,,https://hh.ru/vacancy/76225619?from=vacancy_search_list&query=python,hh.ru
496,Разработчик RPA,З/П не указана,,,,https://hh.ru/vacancy/72695308?from=vacancy_search_list&query=python,hh.ru
497,"Backend Developer (Python, Cloud)",З/П не указана,,,,https://hh.ru/vacancy/68702720?from=vacancy_search_list&query=python,hh.ru
498,Middle Data Engineer,З/П не указана,,,,https://hh.ru/vacancy/77225871?from=vacancy_search_list&query=python,hh.ru
499,Инженер нагрузочного тестирования,200 000 – 250 000 руб.,200000.0,250000.0,руб.,https://hh.ru/vacancy/76104014?from=vacancy_search_list&query=python,hh.ru
500,Data Scientist (DMAG),З/П не указана,,,,https://hh.ru/vacancy/77316163?from=vacancy_search_list&query=python,hh.ru
501,Python Tech Lead,З/П не указана,,,,https://hh.ru/vacancy/72008831?from=vacancy_search_list&query=python,hh.ru
502,ML разработчика (NLP),З/П не указана,,,,https://hh.ru/vacancy/76975998?from=vacancy_search_list&query=python,hh.ru
503,Senior Python разработчик (PT NAD),З/П не указана,,,,https://hh.ru/vacancy/76678934?from=vacancy_search_list&query=python,hh.ru
504,Senior Python разработчик (PT NAD),З/П не указана,,,,https://hh.ru/vacancy/76678937?from=vacancy_search_list&query=python,hh.ru
505,Data Engineer,З/П не указана,,,,https://hh.ru/vacancy/77080567?from=vacancy_search_list&query=python,hh.ru
506,Senior QA automation (Python),З/П не указана,,,,https://hh.ru/vacancy/76977007?from=vacancy_search_list&query=python,hh.ru
507,Middle/Senior Python Developer (Platform Virtualization),З/П не указана,,,,https://hh.ru/vacancy/71226025?from=vacancy_search_list&query=python,hh.ru
508,Разработчик SQL (Команда модуля управления доступом),З/П не указана,,,,https://hh.ru/vacancy/77111660?from=vacancy_search_list&query=python,hh.ru
509,Backend Team Lead (Python),З/П не указана,,,,https://hh.ru/vacancy/77216957?from=vacancy_search_list&query=python,hh.ru
510,Full-stack разработчик (php/python),100 000 – 200 000 руб.,100000.0,200000.0,руб.,https://hh.ru/vacancy/77091248?from=vacancy_search_list&query=python,hh.ru
511,QA Automation engineer (Python),З/П не указана,,,,https://hh.ru/vacancy/71912517?from=vacancy_search_list&query=python,hh.ru
512,Программист-исследователь (проект Поиск),З/П не указана,,,,https://hh.ru/vacancy/70348054?from=vacancy_search_list&query=python,hh.ru
513,DevOps / Релиз-инженер,З/П не указана,,,,https://hh.ru/vacancy/76756919?from=vacancy_search_list&query=python,hh.ru
514,QA automation engineer (Python),З/П не указана,,,,https://hh.ru/vacancy/73581027?from=vacancy_search_list&query=python,hh.ru
515,Senior Python Developer,З/П не указана,,,,https://hh.ru/vacancy/75946762?from=vacancy_search_list&query=python,hh.ru
516,Tech Lead Python,З/П не указана,,,,https://hh.ru/vacancy/71091986?from=vacancy_search_list&query=python,hh.ru
517,Data Scientist,З/П не указана,,,,https://hh.ru/vacancy/77232985?from=vacancy_search_list&query=python,hh.ru
518,ML-инженер (middle),З/П не указана,,,,https://hh.ru/vacancy/77255869?from=vacancy_search_list&query=python,hh.ru
519,Senior Python/Go разработчик (PT Blackbox),З/П не указана,,,,https://hh.ru/vacancy/76925008?from=vacancy_search_list&query=python,hh.ru
520,Разработчик Python (middle+|senior),З/П не указана,,,,https://hh.ru/vacancy/76889681?from=vacancy_search_list&query=python,hh.ru
521,QA Automation/SDET (Python),З/П не указана,,,,https://hh.ru/vacancy/70406342?from=vacancy_search_list&query=python,hh.ru
522,Data Engineer,З/П не указана,,,,https://hh.ru/vacancy/77296552?from=vacancy_search_list&query=python,hh.ru
523,Data-Scientist / Дата-сайентист,З/П не указана,,,,https://hh.ru/vacancy/76913797?from=vacancy_search_list&query=python,hh.ru
524,Аналитик,З/П не указана,,,,https://hh.ru/vacancy/76856836?from=vacancy_search_list&query=python,hh.ru
525,Data Scientist,З/П не указана,,,,https://hh.ru/vacancy/77320882?from=vacancy_search_list&query=python,hh.ru
526,Senior Python Developer,З/П не указана,,,,https://hh.ru/vacancy/75955238?from=vacancy_search_list&query=python,hh.ru
527,"Инженер по автоматизации тестирования (Python, ERP и учётные системы)",З/П не указана,,,,https://hh.ru/vacancy/74045157?from=vacancy_search_list&query=python,hh.ru
528,Python Team Lead,З/П не указана,,,,https://hh.ru/vacancy/76998507?from=vacancy_search_list&query=python,hh.ru
529,Старший Python + Go разработчик,З/П не указана,,,,https://hh.ru/vacancy/77037118?from=vacancy_search_list&query=python,hh.ru
530,Data Engineer (Мy Tracker),З/П не указана,,,,https://hh.ru/vacancy/77303024?from=vacancy_search_list&query=python,hh.ru
531,QA Automation engineer (Python),З/П не указана,,,,https://hh.ru/vacancy/76010770?from=vacancy_search_list&query=python,hh.ru
532,Python-разработчик (Автоматизация сетевых сервисов),З/П не указана,,,,https://hh.ru/vacancy/76901352?from=vacancy_search_list&query=python,hh.ru
533,Tech Lead Python Developer,З/П не указана,,,,https://hh.ru/vacancy/75751776?from=vacancy_search_list&query=python,hh.ru
534,Senior Python разработчик,З/П не указана,,,,https://hh.ru/vacancy/68918046?from=vacancy_search_list&query=python,hh.ru
535,Инженер машинного обучения (Machine Learning Engineer),З/П не указана,,,,https://hh.ru/vacancy/76977366?from=vacancy_search_list&query=python,hh.ru
536,Аналитик данных/Data Scientist,от 150 000 руб.,150000.0,,руб.,https://hh.ru/vacancy/76955992?from=vacancy_search_list&query=python,hh.ru
537,Senior Python BackEnd Developer,З/П не указана,,,,https://hh.ru/vacancy/70534476?from=vacancy_search_list&query=python,hh.ru
538,Data-инженер,З/П не указана,,,,https://hh.ru/vacancy/76888795?from=vacancy_search_list&query=python,hh.ru
539,Data-инженер,З/П не указана,,,,https://hh.ru/vacancy/76888766?from=vacancy_search_list&query=python,hh.ru
540,Senior Python Developer (в аккредитованную ИТ компанию),З/П не указана,,,,https://hh.ru/vacancy/42615019?from=vacancy_search_list&query=python,hh.ru
541,"Middle/Senior Software Engineer (Python, Billing)",З/П не указана,,,,https://hh.ru/vacancy/76946468?from=vacancy_search_list&query=python,hh.ru
542,Team lead data scientist,З/П не указана,,,,https://hh.ru/vacancy/75711019?from=vacancy_search_list&query=python,hh.ru
543,Data Scientist middle/senior,З/П не указана,,,,https://hh.ru/vacancy/77201329?from=vacancy_search_list&query=python,hh.ru
544,Team Lead Python разработчик (Биометрия),З/П не указана,,,,https://hh.ru/vacancy/75525321?from=vacancy_search_list&query=python,hh.ru
545,Artificial Intelligence Programmer/Программист искусственного интеллекта,З/П не указана,,,,https://hh.ru/vacancy/75830546?from=vacancy_search_list&query=python,hh.ru
546,Backend разработчик python (middle+/senior),З/П не указана,,,,https://hh.ru/vacancy/76934452?from=vacancy_search_list&query=python,hh.ru
547,Разработчик витрин данных,З/П не указана,,,,https://hh.ru/vacancy/76699133?from=vacancy_search_list&query=python,hh.ru
548,Математик-программист,З/П не указана,,,,https://hh.ru/vacancy/76590726?from=vacancy_search_list&query=python,hh.ru
549,Python Developer middle,З/П не указана,,,,https://hh.ru/vacancy/76784106?from=vacancy_search_list&query=python,hh.ru
550,Middle / Senior Python developer,З/П не указана,,,,https://hh.ru/vacancy/77114532?from=vacancy_search_list&query=python,hh.ru
551,Middle/Senior Python-разработчик в Цифровые поверхности Салют (SberDevices),З/П не указана,,,,https://hh.ru/vacancy/76048443?from=vacancy_search_list&query=python,hh.ru
552,Senior Python Developer,З/П не указана,,,,https://hh.ru/vacancy/75853179?from=vacancy_search_list&query=python,hh.ru
553,Deep Learning Engineer (NLP),З/П не указана,,,,https://hh.ru/vacancy/71574774?from=vacancy_search_list&query=python,hh.ru
554,Data Scientist,З/П не указана,,,,https://hh.ru/vacancy/76165484?from=vacancy_search_list&query=python,hh.ru
555,Data Analyst,З/П не указана,,,,https://hh.ru/vacancy/75749099?from=vacancy_search_list&query=python,hh.ru
556,Senior/Lead Python-разработчик,З/П не указана,,,,https://hh.ru/vacancy/76921494?from=vacancy_search_list&query=python,hh.ru
557,Machine learning & СV researcher,З/П не указана,,,,https://hh.ru/vacancy/77079698?from=vacancy_search_list&query=python,hh.ru
558,Data Scientist (NLP),З/П не указана,,,,https://hh.ru/vacancy/77065770?from=vacancy_search_list&query=python,hh.ru
559,Senior Python developer,З/П не указана,,,,https://hh.ru/vacancy/66147239?from=vacancy_search_list&query=python,hh.ru
560,Middle | Senior Python разработчик,З/П не указана,,,,https://hh.ru/vacancy/73328848?from=vacancy_search_list&query=python,hh.ru
561,QA Automation engineer (Python),З/П не указана,,,,https://hh.ru/vacancy/76007662?from=vacancy_search_list&query=python,hh.ru
562,Старший инженер-программист (Python)/Senior Python developer,З/П не указана,,,,https://hh.ru/vacancy/76604020?from=vacancy_search_list&query=python,hh.ru
563,Machine Learning Senior engineer,от 350 000 руб.,350000.0,,руб.,https://hh.ru/vacancy/76405398?from=vacancy_search_list&query=python,hh.ru
564,QA Automation Engineer Python/Автотестировщик,З/П не указана,,,,https://hh.ru/vacancy/68820590?from=vacancy_search_list&query=python,hh.ru
565,Data Analyst,З/П не указана,,,,https://hh.ru/vacancy/77146729?from=vacancy_search_list&query=python,hh.ru
566,"Data Scientist, Поисковые подсказки",З/П не указана,,,,https://hh.ru/vacancy/77132650?from=vacancy_search_list&query=python,hh.ru
567,Продуктовый аналитик,230 000 – 270 000 руб.,230000.0,270000.0,руб.,https://hh.ru/vacancy/76659794?from=vacancy_search_list&query=python,hh.ru
568,Data scientist,З/П не указана,,,,https://hh.ru/vacancy/76934468?from=vacancy_search_list&query=python,hh.ru
569,QA automation engineer (Python),до 250 000 руб.,,250000.0,руб.,https://hh.ru/vacancy/76904582?from=vacancy_search_list&query=python,hh.ru
570,Data Analyst,З/П не указана,,,,https://hh.ru/vacancy/77146730?from=vacancy_search_list&query=python,hh.ru
571,QA Auto Python Engineer,З/П не указана,,,,https://hh.ru/vacancy/76778824?from=vacancy_search_list&query=python,hh.ru
572,"Data scientist / Machine learning engineer (команда рекомендаций и машинного обучения, ВКонтакте)",З/П не указана,,,,https://hh.ru/vacancy/76930898?from=vacancy_search_list&query=python,hh.ru
573,Аналитик данных (SQL),З/П не указана,,,,https://hh.ru/vacancy/67752294?from=vacancy_search_list&query=python,hh.ru
574,ML Engineer,140 000 – 180 000 руб.,140000.0,180000.0,руб.,https://hh.ru/vacancy/76581205?from=vacancy_search_list&query=python,hh.ru
575,Data engineer\analyst (развитие источников данных Big Data),З/П не указана,,,,https://hh.ru/vacancy/68958646?from=vacancy_search_list&query=python,hh.ru
576,Data Engineer,200 000 – 250 000 руб.,200000.0,250000.0,руб.,https://hh.ru/vacancy/77004409?from=vacancy_search_list&query=python,hh.ru
577,Data engineer,З/П не указана,,,,https://hh.ru/vacancy/75524554?from=vacancy_search_list&query=python,hh.ru
578,Middle/Senior Python-разработчик в команду Добычи данных,З/П не указана,,,,https://hh.ru/vacancy/68116289?from=vacancy_search_list&query=python,hh.ru
579,Backend developer Python (middle/senior),З/П не указана,,,,https://hh.ru/vacancy/71862882?from=vacancy_search_list&query=python,hh.ru
580,Data Science Engineer (Computer Vision),З/П не указана,,,,https://hh.ru/vacancy/75918378?from=vacancy_search_list&query=python,hh.ru
581,"Backend Developer (Python, Cloud)",З/П не указана,,,,https://hh.ru/vacancy/76490094?from=vacancy_search_list&query=python,hh.ru
582,Data scientist (NLP),З/П не указана,,,,https://hh.ru/vacancy/76971323?from=vacancy_search_list&query=python,hh.ru
583,Middle/Senior Python-разработчик в команду Добычи данных,З/П не указана,,,,https://hh.ru/vacancy/66066365?from=vacancy_search_list&query=python,hh.ru
584,Senior Python developer,З/П не указана,,,,https://hh.ru/vacancy/75644400?from=vacancy_search_list&query=python,hh.ru
585,Аналитик,З/П не указана,,,,https://hh.ru/vacancy/76699461?from=vacancy_search_list&query=python,hh.ru
586,Data Engineer (GoLang Developer),от 4 000 EUR,4000.0,,EUR,https://hh.ru/vacancy/77020277?from=vacancy_search_list&query=python,hh.ru
587,Data Engineer (GoLang Developer),от 4 000 EUR,4000.0,,EUR,https://hh.ru/vacancy/77019966?from=vacancy_search_list&query=python,hh.ru
588,Senior Python Developer,З/П не указана,,,,https://hh.ru/vacancy/76849150?from=vacancy_search_list&query=python,hh.ru
589,Machine Learning Engineer,З/П не указана,,,,https://hh.ru/vacancy/76776268?from=vacancy_search_list&query=python,hh.ru
590,Python Team Lead / Руководитель backend разработки,З/П не указана,,,,https://hh.ru/vacancy/54492842?from=vacancy_search_list&query=python,hh.ru
591,Senior Python developer,З/П не указана,,,,https://hh.ru/vacancy/67774693?from=vacancy_search_list&query=python,hh.ru
592,"Middle Python/C++ developer (Simulation, Autonomous Driving)",З/П не указана,,,,https://hh.ru/vacancy/76595844?from=vacancy_search_list&query=python,hh.ru
593,Data Engineer (DWH),от 200 000 руб.,200000.0,,руб.,https://hh.ru/vacancy/70098868?from=vacancy_search_list&query=python,hh.ru
594,Data scientist,З/П не указана,,,,https://hh.ru/vacancy/77094397?from=vacancy_search_list&query=python,hh.ru
595,"Инженер-программист, алгоритмист",З/П не указана,,,,https://hh.ru/vacancy/69188887?from=vacancy_search_list&query=python,hh.ru
596,"Data Scientist, Ранжирование поиска",З/П не указана,,,,https://hh.ru/vacancy/67411146?from=vacancy_search_list&query=python,hh.ru
597,Middle Data / ML Engineer (Персонализация),З/П не указана,,,,https://hh.ru/vacancy/45498560?from=vacancy_search_list&query=python,hh.ru
598,Ведущий разработчик Python (Middle/Senior),З/П не указана,,,,https://hh.ru/vacancy/76742077?from=vacancy_search_list&query=python,hh.ru
599,Python Developer Middle/Senior,З/П не указана,,,,https://hh.ru/vacancy/68701573?from=vacancy_search_list&query=python,hh.ru
600,Tech Lead Python Developer (remote),З/П не указана,,,,https://hh.ru/vacancy/72279956?from=vacancy_search_list&query=python,hh.ru
601,Аналитик данных / Data Insight Analytic,от 220 000 руб.,220000.0,,руб.,https://hh.ru/vacancy/76754279?from=vacancy_search_list&query=python,hh.ru
602,Senior Software Development Engineer Python (Kaspersky Anti Targeted Attack),З/П не указана,,,,https://hh.ru/vacancy/77079990?from=vacancy_search_list&query=python,hh.ru
603,Data Science Engineer (Computer Vision),З/П не указана,,,,https://hh.ru/vacancy/75918381?from=vacancy_search_list&query=python,hh.ru
604,Senior Data Analyst,З/П не указана,,,,https://hh.ru/vacancy/76408933?from=vacancy_search_list&query=python,hh.ru
605,ML Engineer (middle),З/П не указана,,,,https://hh.ru/vacancy/76391390?from=vacancy_search_list&query=python,hh.ru
606,"Software Development Engineer in Test (SDET) [Python, Linux]",З/П не указана,,,,https://hh.ru/vacancy/76488545?from=vacancy_search_list&query=python,hh.ru
607,Разработчик на Go и Python в команду платформы платёжного шлюза,З/П не указана,,,,https://hh.ru/vacancy/76852201?from=vacancy_search_list&query=python,hh.ru
608,Data-analyst (Кипр),З/П не указана,,,,https://hh.ru/vacancy/72748736?from=vacancy_search_list&query=python,hh.ru
609,Data Engineer,З/П не указана,,,,https://hh.ru/vacancy/69471555?from=vacancy_search_list&query=python,hh.ru
610,Аналитик-исследователь (Data Scientist),100 000 – 200 000 руб.,100000.0,200000.0,руб.,https://hh.ru/vacancy/76287794?from=vacancy_search_list&query=python,hh.ru
611,Python Senior Developer (Flask),З/П не указана,,,,https://hh.ru/vacancy/76520946?from=vacancy_search_list&query=python,hh.ru
612,Data Scientist,З/П не указана,,,,https://hh.ru/vacancy/74047078?from=vacancy_search_list&query=python,hh.ru
613,Data scientist (Персонализация),З/П не указана,,,,https://hh.ru/vacancy/54829296?from=vacancy_search_list&query=python,hh.ru
614,Data Analyst,З/П не указана,,,,https://hh.ru/vacancy/76966602?from=vacancy_search_list&query=python,hh.ru
